,Status,Sentence
767,fear,"সিম বায়োমেট্রিক পদ্ধতিতে নিবদ্ধন করলাম, আচ্ছা ধরেন মোবাইটা চুরি হলো, চোর সিম ক্রাইম করলো দায়ভার কার পড়বে????"
768,angry,তথ্য দেওয়ার তথ্য মানেই টেক্স পাকি দেওয়ার ঠিকমতন নিবন্ধ চোরের দল সব।
769,angry,"সরকার রাষ্ট্রের স্বার্থে,জনগনের স্বার্থে সিম নিবন্ধন করুক সমস্যা নেই।কিন্তু করুক এভাবে কেন?"
770,fear,"গেরেন্টি হবে,যে fingerprint সরকারে কাছে, সরকারি দায়িত্ব তে থাকবে। শর ত মানেন সিম নিবন্ধন করাতে রাজি আছি। e"
771,sad,সিম নিবন্ধন অনেকের আঙ্গুলের ছাপ মিলছে না। করবে। সিম করবেনা।
772,sad,ছাএ আছি ত NID CARD সিম পারব
773,fear,ভালোর অবশ্যই সিম নিবন্ধন হবে। এভাবে নিবন্ধন সিম নেয়ার ভোটার আইডি কারডের ফটোকপি নেয়া গ্রাহক গ্রাহকের ছবি গ্রাহকের কাছের অরজিনাল id card সরকারের সংরক্ষিত id card সাথে মিল কিনা দেখলেই ত হয়ে যায়। সরকারকে অবশ্যই খেয়াল রাখতে পরিচয় পত্র ছাড়া তথ্য বাইরে যায়।
774,angry,বেওয়ারিশ সিম নিবন্ধন পনেরই অগেস্ট একুশে অগেস্ট সারা দেশে গ্রেনেড হামলা ভেবে দেখবেন ?
775,fear,"একমাত্র সরকারি আঙ্গুলের চাপ রাজি আছি, শিক্ষিত ব্যক্তি আঙ্গুলের চাপ দেয় না।আমি স্বাক্ষর জানি, বায়োমেট্রিক পদ্ধতি দিয়ে দেশের মানুষদের বিপদের এগিয়ে যাচ্ছে।"
776,sad,হুব চিন্তার আছি সিম গুলো রহ্মা করব NID কার্ড নেই...?
777,sad,"দেশে students NID করবে, sim use না, প্রতিটি কম্পানি টাগেট মাকেট তারা, কম্পানির ক্ষতি হবে, নিরাপত্তা হারাব, দায় ভার নিবে, চলেন সবাই মিলে বিকল্প উপায় বের করি, সবাই নিরাপদে বাচতে চাই,"
778,angry,রিভেরিফাই করতেই সিমে হোক।বাদ বাকি কোমপ্নানি বন্ধ হোক।
779,surprise,"জাতীয় পরিচয় পত্রে আঙ্গুলের ছাপ আঙ্গুলের ছাপ দেব?? ইন্ডিয়ার অনেককিছু ফলো করি,কিন্তু সিম কেনার সিস্টেম ফলো না?? আঙ্গুলের ছাপ একান্তই প্রয়োজন সরকার জাতীয় পরিচয় পত্রের মত নিচ্ছে না? একান্ত গোপন কোড একটা বিদেশি কোম্পানির হাতে দেব?? আঙ্গুলের ছাপ অপারেটররা বেশী সিম বিক্রি না,এর নিশ্চয়তা দিবে?যদি বিক্রি হয়ই সিমের অপরাধের শাস্তি ভোগ করবো নিশ্চয়তা কি?? সিম রেজিস্ট্রেশনের ভালো নিরাপদ সমাধান আশা করছি। :)"
780,surprise,এপ্রিলের দেখার জন্যে অপেক্ষায় আছি সিম নিবন্ধন করছি
781,sad,জীবনে আঙ্গুলের ছাপ ব্যাবহার করেননি ব্যাক্তি আছেন?দয়াকরে হাত তুলুন।
782,sad,"লক্ষ্য লক্ষ্য ছাত্র id card নেই,,,, পদ্ধতি উচিত,,,,,"
783,sad,"অনেকের আঙ্গুলেল ছাপ মিলছেনা, কিভাবে সিম রেজিষ্ট্রেশন করবে?"
784,surprise,আসলেও প্রশ্নের বিষয়। আঙ্গুলের ছাপ????
785,fear,পাকিস্তানের মত আমরাও ২য় গর্দভ যাচ্ছি? সংশয় ডিজিটাল পদ্ধতি নিয়ে।
786,sad,২ বছরের ভোটার আইডি কার্ড দিলো না। সিম রেজিস্টার কেমনে হবে?
787,surprise,"হাতের ছাপের পদ্ধতিতে সিম নিবন্দন বাধ , আপনাদের মত বাঙালী মূর্খ |"
788,sad,বেসরকারি প্রতিষ্ঠানে আঙ্গুলের ছাপ
789,surprise,fingerprint দিয়ে দিয়েছে হবে?
790,fear,সচেতন নাগরিক আঙুলের ছাপ দিব বেসরকারি কোম্পানিকে সরকারি ্ছাপ দিব।
791,sad,ছাত্র ইডি কারড হই এক কপি ছবি জন্ম নিবন্ধন নাম্বার
792,angry,"ডিজিটাল ডিজিটাল কইরা গলা ফাটাইয়া আঙ্গুলছাপ নেবে, যতো ছাগলামি। দেশের রিজার্ভ ডলার চুরি গেল, খবর এইটাতো আঙ্গুলছাপ।"
793,surprise,আইডি কার্ড নিচ্ছে আব্বা আম্মার আঙ্গুলের চাপ নিচ্ছে আমার। কি?
794,fear,আঙ্গুলের ছাপ অন্যকে দিব কেন।এটাকি স্বধীনতা খর্ব হলনা????
795,sad,বয়স + NID সীম কার্ড না? ?????????
796,sad,সবতে হাতের ছাপ নিবে কোন?
797,sad,**এর একটা সুষ্ট সমাধান চাই!!!
798,sad,"প্রয়োজন মোবাইল ব্যাবহার করবো না,তবু আঙ্গুলের ছাপা দিবো না।"
799,sad,"প্রয়োজন মোবাইল ব্যাবহার করবো তা,তবু আঙ্গুলের ছাপা দিবো না।"
800,sad,চাই বিশ বছরের নিচের ফোন পারবে
801,happy,"মানুষ কর্মে বেস্ত উপযুক্ত সময় নয়, সময় বাড়ালে ভালো"
802,sad,আঙ্গুলের ছাপ চরম বোকামি। জাতীর বিপদ।
803,surprise,আইডি করব?
804,surprise,তুঘলকি কান্ড ! রাজা তুঘলক এসেছে......?
805,sad,students করবো । NID
806,disgust,"আমারা ছাএ,তারা স্টক মারা যাবো"
807,disgust,"ভাই সিম রেজিটেসন গেলাম ২০ টাকা চাই,কেন বলো"
808,sad,আঙগুলের ছাপ দেওয়ার বিষটা বুঝিয়ে বলুন....
809,sad,সিম নিবন্ধনে টাকা নিচ্ছে ব্যবস্থা নিবে সরকার।
810,sad,বয়স ১২ বছর জাতীয় পরিচয় প্এ
811,sad,আইডি কার্ড পাই নাই।২ বছর নাম নিবন্ধন করছি
812,fear,বুঝতে পারতেছিনা করব?
813,angry,দান্দা বাজি এগুলা। একটা সিম ২০ টাকা নিরছে। ছুর
814,angry,পুলিশ মানে একন আতংক নাম
815,sad,বায়োমেট্রিক পদ্ধতির প্রক্রিয়াটি একদমই পছন্দ পদ্ধতি বের করুন
816,sad,ছাত৾দের NID থাকায় নিবন্ধন অসুবিধা
817,angry,এতো কথা।সরকারের মনতী তারানা হালিম বলেন।
818,angry,দেখি সমাধান আপনারা।
819,angry,বায়োমেটিক পদ্বতি বলুন.
820,angry,নিব্ন্ধনের বিরুদ্ধে আছি।
821,happy,NID দিয়ে ভেরিফাই যতেষ্ট।কারণ NID তে ফিংগার পিন্ট আছে।
822,surprise,আসলে ভাবার বিষয় এটাকি ছাপ দেয়া
823,sad,nid card দেই কেন? বছর
824,sad,Tar por abar ki hoba সিরিয়ার মত হব
825,sad,তথ্য দেওয়ার তথ্য মানেই টেক্স পাকি দেওয়ার
826,sad,সীম কোম্পানিগুলা সিম রাস্তা ঘাটে বিক্রয় কাস্টমার কেয়ারে নিবন্ধন বিক্রয় করত দেশ পরিস্থিতিতে পড়ত না।
827,fear,বিষয়টি গভীরভাবে ভেবেচিন্তে সিদ্ধান্ত দরকার।
828,surprise,বিদেশী সংস্থার আঙ্গুলের চাপ দিব? আঙ্গুল চাপ ব্যব হার সিম বিক্রয় গ্যারান্টি আছে?
829,fear,"টাকা ট্যাক্স ফাঁকি ব্যবসা আপামর জনসাধারনের ফিঙ্গারপ্রিন্ট যৌক্তিকতা ভাবলাম। বিশ্বাসের জায়গাতে জুয়া চলবেনা। এয়ারটেলের ডাটাবেস আঙ্গুলের ছাপ ভারতীয় ইন্টেলিজেন্সের যাবেনা গ্যারান্টি কি? জিপির হাত ইউরোপ, আমেরিকা? ভাবুন, প্যারিস হামলার অবিস্ফোরিত বোমায় বাঙ্গালীর ফিঙ্গারপ্রিন্ট গেল। ভাবুন, ফিঙ্গারপ্রিন্ট বদৌলতে আন্তর্জাতিক জংগী সংগঠনের সাথে বাংলাদেশের একটা মেলবন্ধন বিদেশী পত্রিকার হেডলাইন হল…ফ্যান্টাসি হচ্ছে? বাদ দেন। খালি ভাবুন, মিথ্যা আসামীকে বাঁচানোর সত্য প্রমাণ খুঁজতে উকিলগণের চুল ছিঁড়ার মুহূর্তে বাদী পক্ষের উকিল একটা ফিঙ্গারপ্রিন্ট আসলেন (ক্রয় মারফত); ভাবুন, তল্লাটে মিথ্যা মামলা দায়ের সত্য মামলাতেই মিথ্যা আসামী জেলে ভরার একটা তুমুল কম্পিটিশন ব্যবসা প্রতিষ্ঠান আঙ্গুলের ছাপের ডাটাবেস আছে… ভাবতে বিরক্ত লাগছে?-বাদ দেন। চলুন ফ্যাক্ট দেখি কয়েকটা… মিডিয়া মারফত ইতিমধ্যেই জানি বায়োমেট্রিক সিম নিবন্ধনের ইতিহাসে বাংলাদেশ পৃথিবীতে দ্বিতীয় দেশ অগ্রণী ভূমিকা রাখতে যাচ্ছে! রাষ্ট্রীয়ভাবে এধরনের একটা ভুল সিদ্ধান্ত দেশ নিয়েছিল ইচ্ছা হয়? আমারও ইচ্ছা হল, ঘেঁটে চমকপ্রদ তথ্য পেলাম। দুর্ঘটনা ঘটায় দেশ- অনুমান দেখি মাথামোটারা কার্য সাধন করেছিল? সমঝদার মানুষের ইঙ্গিতই যথেষ্ঠ, তবুও বললাম, ২০১৩ তে পাকিস্তান ঘটনা ঘটিয়ে বিশ্বের ইতিহাসে ডিজিটাল বোকা আত্মপ্রকাশ করে। বোঝার ব্যাপার একটাই, ব্যক্তি ভেবে রাষ্ট্রীয়ভাবে ভাবার করুন। সরকারি ডাটাবেসের ফিঙ্গারপ্রিন্ট বেনিয়া মাল্টিন্যাশনাল কর্পোরেটের ফিঙ্গারপ্রিন্ট জমা ফারাকটুকু বুঝতে পারলেই খেল খতম। সরকারের একটাই আরজি, অপরাধ দমনে ফিঙ্গারপ্রিন্ট অবশ্যই জরুরী বিষয়। প্রয়োজনে ন্যাশনাল আইডি রিনিউইয়াল সরকারি উদ্যোগে ফিঙ্গারপ্রিন্ট জমা হোক। অপরাধ নিধন চাইলে অপরাধীর ভেরিফিকেশনের দায়িত্বটা রাষ্ট্রের হাতেই বর্তাক। ন্যাশনাল আইডি সিম রেজিস্ট্রেশন শনাক্তকরণ যায়। মোবাইল ক্রাইম সাথে ফিঙ্গারপ্রিন্টের সম্পর্ক? ভয়েস কলে অপরাধী ফিঙ্গারপ্রিন্ট রাইখা আসবে? কথা সহজ, টাকা ট্যাক্স ফাঁকি দিয়া চলতে বেনিয়া মাল্টিন্যাশনাল ব্যবসায়িক প্রতিষ্ঠানকে ভয়ানক ডাটাবেস রাষ্ট্রের নাগরিকদের মাথার ছড়ি ঘুরাতে যাবেনা। ফিঙ্গারপ্রিন্ট একজন মানুষের চূড়ান্ত লেভেলের প্রাইভেট, জিনিস লিফলেট বানাইয়া বেচার কারো হাতে রাজি না।"
830,sad,প্রয়োজনে সিম করবনা তারপরো আঙ্গুলের ছাপ দিবনা
831,sad,"আসলে দেশের সাদারন মানোষের ওপর ছাপ চ্রিস্টি ছাডা দেকছিনা,,"
832,angry,মাননীয় প্রধানমন্ত্রীকে অনুরোধ করব গ্রাহকের কথা বিবেচন সিষ্টেম বাতিল করা.
833,angry,দেশে বাস দেশের সরকারের নিকট ডাটা বাধ্য ৷ বিদেশী বেসরকারি সংস্থার রাজি নই ৷ কর্ মোবাইল বন্ধ হয়ে যায় ফালতু বিপদজনক পদ্ধতিতে সিম রেজিস্ট্রেশন করবো ৷
834,angry,হাতের ছাপ সিম কোম্পানি নিচ্ছে সবগুলোইতো বাহিরের দেশের। এইগুলোতো সরকার নিচ্ছে নিচ্ছে বাহিরের ব্যবসায়ীরা তারাতো এইগুলো দিয়ে ব্যবসা পারে?
835,fear,"বল‌ছেন সিম নিবন্ধন কর‌বোনা তা‌দের বল‌ছি, সিম বন্ধ ক‌রে দি‌লে কোম্পা‌নির কোন ক্ষ‌তি নাই। সিমটা তু‌লে ক‌রে বিক্রয় কর‌বে। আপ‌নিই নি‌জের দরকা‌রে ক‌রে সিম কিন‌বেন। তখনও ভা‌বে রে‌জিঃ ক‌রে কিন‌তে হ‌বে। মাঝখা‌নে ক্ষ‌তি আপনারই হ‌লো, নি‌জের নাম্বারটা হারা‌লেন। সরকার থে‌কে তো বলাই হ‌লো যে, কোম্পা‌নি Fingerprint রাখ‌ছেনা। NID সা‌থে মি‌লিয়ে দেখ‌ছে। য‌দি বিশ্বাস তাহ‌লে যা‌দের কার্ড অ‌ন্যের কার্ড নি‌য়ে গি‌য়ে দেখুন তো ছাপ দি‌য়ে রে‌জিঃ কর‌তে কিনা। তাহ‌লে সমস্যা কোথায় পদ্ধ‌তি‌তে রে‌জিঃ কর‌তে? কমপ‌ক্ষে ১৮ বছ‌রের নি‌চে কা‌রো মোবাইল ফোন করাটাই কতটা প্র‌য়োজনীয় ভাববার বিষয়। মোবাইল বন্ধ উ‌চিৎ দা‌য়িত্ব তা‌দের অ‌ভিবাবকরা নিক। প‌রি‌শে‌ষে য‌দি নি‌জে সৎ হোন তাহ‌লে নির্ভ‌য়ে সিম রে‌জিঃ করুন। কারন পূ‌র্বেও সিম রে‌জিঃ হ‌য়ে‌ছিল তখনও কোম্পা‌নি কাগ‌জে কা‌লি দি‌য়ে আঙ্গু‌লে‌র ছাপ দি‌য়ে ছিলাম। আপনা‌দের সক‌লের প্র‌তি‌ক্রিয়া চাই‌ছি।"
836,sad,"অহরহ সিম কিনতে পাওয়া তথ্য প্রদান করেই......শুরুটা এখান উচিত,তবে শুরুটা প্রশ্নবিদ্ধ বাঁধাধরা নিয়ম পারবে না।"
837,sad,কেনো কেও হাতের ছাপ দিয়ে সিম নিবিন্দন বিষয় টা কেও ভাল নজরে দেকছে
838,angry,রাষ্টের সম্পদ অন্যের হাতে দেশদ্রোহিতা রাষ্টের জনগনের ফিঙ্গার প্রিন্ট বিদেশি কোম্পানির হাতে দেশদ্রোহিতা হবেনা ? ফিঙ্গার প্রিন্ট বিদেশি কোম্পানির হাতে দিব সিম নষ্ট হয়ে যায় যাক তবুও দেশকে পাকিস্তান বানাতে সাহায্য করব ! প্রয়োজন সরকারের সম্পুর্ন উলঙ্গ হয়ে বডি প্রিন্ট রাজি আছি ফিঙ্গার প্রিন্ট দিয়ে সিম রেজিষ্টেশন করব ! একটাই দাবি বায়োমেটিক উপায়ে ফিঙ্গার প্রিন্ট দিয়ে সিম রেজিষ্টেশন বন্ধ করুন !
839,angry,আইন মানতে **এতে যতো বাধা আমারা বাংলাদেশের সচেতন নাগরিক এগুলোকে টোপকিয়ে আইনকে পতিষ্ঠত করবো********এতে অপরাধ সংগঠিত হবেনা*তাহলে দেশের ভাল হবে*আর দেশের ভাল জাতির ভাল হবে******
840,disgust,"জাতীয় পরিচয় পত্র দিয়ে সিম নিবন্ধন করুক,তা করব ফিনগার ফিনের নয়। কম্পানি দেশের হাতে গুরুত্ব পুর্ন ফিনগার ফিন্স দেব কেন। বাংলাদেশ সরকার ফিনগার ফিন্স প্রয়োজন জাতীয় পরিচয় প্রত্রের ফিনগার ফিন নেক। চাই সকল মোবাইলফোন ব্যবহারকারী সিম পুনঃনিবন্ধন করুক।কিন্তু উত্তম পদ্ধতি হোক।"
841,disgust,"জাতীয় পরিচয় পত্র দিয়ে সিম নিবন্ধন করুক,তা করব ফিনগার ফিনের নয়। কম্পানি দেশের হাতে গুরুত্ব পুর্ন ফিনগার ফিন্স দেব কেন। বাংলাদেশ সরকার ফিনগার ফিন্স প্রয়োজন জাতীয় পরিচয় প্রত্রের"
842,fear,মোবাইল সিম ফিঙ্গার অপারগ। নিজেরা বিশাস না। মতে নিজ দেশ কানো দেশে চাইলে দুতাবাস আপনাকে একটা আঙ্গুলের ছাপ নিবে দশ আঙ্গুলের ছাপ হয়। হইলো কমিটমেন্ট।
843,sad,আমেরিকার একটা বড়ধরনের চাল! জাতীয় পরিচয় পএের কোন ভেলু সরকার চায় ?দেশে সকল তো ভোটার আইডি দিয়া চলে. হায়রে সোনার বাংলা !!
844,angry,সরকারের ফালতু সীদ্ধান্ত বদলানো কারন দেশে এখনো নিরাপদ ভরসায় মানুষ আংুলের ছাপ ---- গাঁজাখুরি সীদ্ধান্ত একটা
845,fear,"সরকারের গদি হারানোর ভয় চালাকি, মুনাফিক সরকারের বিরুদধে কথা পারে। সরকারি প্রতিষঠান ছাড়া আঙুলের ছাপ দিব না।"
846,sad,সরকারের concept টা ভাল । তে প্রাইভেট কম্পানির তথ্য প্রদান আঙ্গুলের ছাপ যতেস্ট সমস্য রয়েছে । তাছাড়া আঙ্গুলের ছাপ করবেনা ডেটা চুরি নিস্চয়েতা দিবে।এবং কম সময়ে সিম নিবন্ধন সম্ভব না।তাছাড়া অপারেটর মাঠ পযায় নিবন্ধন কারী টেব পারেনি।আর পরিচয় পত্র দিবে ১ বছর ছবি ছাপ নিয়েছে আতছ পরিচয় পত্র পাই নি করবে। মাননিয় মন্তিরি একটু বাড়া বাড়ি না?
847,sad,আনেকের হয়নি | বেশির ভাগেই হাতে পায়নি | তারা....
848,angry,দেশ কটি টাকা চিনা হেকারদের হাতে গেলো টের পাইনি আঙুলের ছাপ বড় চোর ডাকাত খারাপ লোকের হাতে মার খাবো খারাপ বলেছি ভাইয়েরা
849,angry,দেশের মানুষকে বিপদে ফেলারা ! আশেপাশের কাওকে সিম নিবন্ধন দেবো পারলে সিম বন্ধ |
850,fear,নিবন্ধন আঙ্গুলের ছাপ কেন......!এসব সন্ত্রাস ঠেকানো য়ায়.....?
851,happy,দোষে । অপরাধিরা ভয় পাবে ভাল মানুষে ভয় পাবেনা । নিরাপত্তার দায় সরকারের ভয়ের বিষয় সরকারের । অপরাধিরা আঙ্গুলের ছাপ কিবা ।
852,sad,"কয়েকদিন সিম রেজিস্ট্রেশন করলাম এলাকার এক রেজিস্ট্রেশন পয়েন্টে,তো টাকা লাগবে নতুবা দেবেনা।অগত্য সিম ৬০ টাকার বিনিময়ে কাজটা করাতে হল।এমনটা একজায়গায় নয়,প্রায় জায়গায়ই চলছে অবৈধ ব্যাবসা।সরকারের প্রশ্ন হয়রানিতে ফেললেন সমাধান কী???"
853,happy,"হাহাহাহাহা এইসব কোনদিনই সন্ত্রাস ঠেকানো না,,,,"
854,sad,মাথাই কিছু।
855,angry,ধান্দাবাজি
856,angry,পদ্বতি বাতিল পদ্বতিতে নির্বধন গ্রহণ হবে।
857,sad,তিনটি জিনিস মানুষের গুরুত্ব পূর্ণ সম্পদ (১)আঙ্গুলের চাপ। (২)মানুষের ডিএনএ (৩)চোখের. . . .
858,sad,সকল ধরণের নিবন্ধনে রাজি আছি আঙ্গুলের ছাপে নয়।
859,angry,অনিব্ধন সিম বন্ধো হলে। সবাই সোতরকো সিম বন্ধ হলে। বাকি সবাই নিব্ধন
860,fear,"রেজিট্রেষন কিভাবে প্রশ্ন না,সরকারকে সেইভাবেই ভাবতে হবে।"
861,angry,সিম বন্ধ করুক।আমি ভুল করবো না।আমার সাথে একমত
862,sad,জদী েচাের িনেয় যাই েমাবাইলও িসম তাহেল িক করভ
863,disgust,এসব জাতীয় নিরাপত্তা জন্যই
864,angry,পদ্ধতিটা বদলাতে
865,surprise,জানি সাধারন মানুষকে জালে ফঁাসানো হচ্ছে।
866,angry,স্বাক্ষর দেবো ফিঙ্গার প্রিন্ট
867,sad,"ছাএ দেরকে সুযোগ প্রয়োজন,কেননা ছাএদের NID nai"
868,angry,অন্যের হাতে দিব
869,angry,দুরনিতির পয়াসা আদায় শিক্খকদের টাকা দেয়া হউক
870,surprise,"দেশে নাকি,,টাকার অবাব,,,নাই। টাকা গেলো কই,,,"
871,surprise,সরকার হেগো টাকা দিবে যুদ্ধঅপরোধী দের বিচার
872,angry,রাস্তায় নামছে কেন? ?
873,angry,"কষ্টে মন্ত্রী হওয়া যায়,তাদের পাওনা কষ্ট কোথায়?"
874,angry,"টাকাত ।আমলারা খাবে ,শি দিবে।"
875,fear,শবারতো শংসার টাকাগুলি দিয়ে
876,angry,তহবিলের টাকা দিয়ে সরকার KFC and MCDখাচ্ছে
877,surprise,টাকাটা দেবে কই থেকে।
878,angry,২য় পর্ব। ১ম পর্ব কই?
879,happy,ধন্যবাদ
880,happy,চমতকার পতিবেদন
881,sad,টাকা দিয়া ভাল।
882,angry,"পোষ্টের সাথে কথা টা অপ্রাসঙ্গিক, কয়দিন আপানদের টকশো গুলোতে প্রধান বিচারপতি দোষী সাব্যস্ত মহড়ায় নেমেছেন বেমানান, আপানাদের অতি উৎসাহী উপস্থাপিকাদের ভাব সাব এমন, পারলে উনারা মিডিয়া ট্রায়েলের বিচারপতি অপরাধী সাজাবেন, হোক। দেখলাম প্রধান মন্ত্রী অকাট্য বাচাল মন্ত্রী দ্রয় শাসিয়ে ছেন। প্রচার দেখলাম না, অপরিমিত বাচানোর অপচেষ্টা। কর্ম আপনাদের সাথে যায় না।"
883,surprise,রুবেল দলের বাইরে কিজন্য? রনিকে বাদ দিয়ে বাংলাদেশ দলের অভিজ্ঞ গতিসম্পন্ন বোলারকে যায় ।
884,fear,"ভারতের বিপক্ষে সাকিব যেনো বোলিং দেয়া হয়,কারন সাকিবের বল বুঝে"
885,angry,"t, বাংলাদেশের দলে চিরশত্রু ভারত আছে, এইবার রেন্ডিয়া বধ হবেই"
886,disgust,মিথুন দলে ডাক দেওয়ার মানে আসে কি?????
887,happy,বিশ্বকাপে মুস্তাফিজুর রহমান খেলছে ? জানালে খুশী হব।
888,surprise,"পুলিশ বিষয়ক রাতের অভিজ্ঞতা । পুলিশ চাঁদা নিতো গোপনে, পুলিশ চাঁদা নেয় প্রকাশ্যে- জনৈক লেগুনা যাত্রির কথা (যাত্রাবাড়ী-জুরাইন), নিজ চোখে চলন্ত গাড়িতে চাঁদা দেখলাম যাত্রাবাড়ীতে রাত ১০.৩০ টায় (অনেক বছর ধরেই দেখছি, পার্থক্য চক্ষু লজ্জা) । পুলিশ সম্পর্কে মানুষের ধারণা। পুলিশকে মানুষ ব্যক্তিগত তথ্য ভরসায় ?"
889,fear,"ভালো উদ্যোগ, রাষ্ট্রের যন্ত্রের তথ্য দিবো ভরসা ! একটা একটা ঝামেলা, অহেতুক হয়রানি !"
890,happy,"নিঃসন্দেহে ভালো একটা উদ্যোগ।যেহেতু আইন-শৃঙ্খলা বাহিনীর অবস্থানের তথ্য অপরাধীরা (জঙ্গি, খুনি, নারী শিশু পাচারকারী ইত্যাদি) অপরাধ সংঘটনের পূর্বে বহুবার চিন্তা পাকড়াও হবার ভয়ে বিরত থাকবে। বিতর্কিত পুলিশ সদস্যদের নিরীহ জনগনের অহেতুক হয়রানি হবার আশংকাও উড়িয়ে যায় না।"
891,angry,"পুলিশ ইচ্ছা পারে, ইনফর্মারা ঠিকই তথ্য দিয়ে থাকে। টাকা খেয়ে দূর্নীতিবাজদের অবস্থান নেয় । যেহুতু দেশের রাজা, বলার নেই। ভালো উদ্যোগ, তথ্য রাষ্ট্রের থাকবে। রাষ্ট্রের তথ্য দিবো আস্থা ! কারন বাংলাদেশের পুলিশ, বিশ্বাস অহেতুক হয়রানি না, এমনটার গ্যারান্টি"
892,happy,ভাল পুলিশ খারাপ পুলিশ নিবন্ধন প্রক্রিয়াও ডিএমপির
893,angry,পুলিশের বাড়াবাড়ি ছাড়া নয়!
894,disgust,উচ্চ আদালতে রুল জারি । কখনওই দলই জঙ্গি দমন করেছিলো । বাংলাদেশে জঙ্গি প্রধান শায়খ আব্দুল রহমান ওরফে বাংলা ভাই আওয়ামী লীগের নেতা মির্জা আজমের দুলাভাই। আওয়ামী লীগই জঙ্গি লালন সময় রাজনৈতিক ফায়দা হাসিল করেছিলো এখনো।
895,surprise,সংকিত বন্ধ দরকার
896,happy,ভালো উদ্যোগ আইন ।
897,fear,কারো জংগীদের লালনের ইচ্ছা বিরোধীতা করবে।
898,happy,উদ্যোগ ভাল বাংলাদেশের পরিবর্তন সম্ভব
899,surprise,"ভাড়া থাকে, সুবিধা নিবন্ধন করবে?"
900,happy,সঠিক পরিকল্পনা সৎ যায়
901,happy,সারাদেশব্যপী এইকার্জকম হয়া দরকার মনেকরি
902,sad,পুলিশের ডাকাতি সহজ হবে।
903,surprise,পুলিশকে মানুষ ব্যক্তিগত তথ্য ?
904,angry,জঙ্গি তত্‍পরতা ।
905,angry,বারি ভাড়া কমাইবার মুরুদ নিবন্ধন লইয়া আইছে
906,fear,ভাড়াটিয়াদের তথ্য নিবন্ধন খুবই ভালো উদ্যোগ অপরাধ প্রবণতা কিছুটা কমে আসবে। ভাড়াটিয়া তথ্য লুকিয়ে বাড়ি ভাড়া নিলে পরবর্তীতে ভুল তথ্যের বাড়িওয়ালাকে হ্যারাজমেন্ট খুবই বাজে ব্যাপার হবে।
907,happy,ভালতো.... অামার মত অাছে!
908,sad,একমত
909,sad,একটাই আসবে গনহারে গ্রেফতার বানিজ্য চলবে
910,happy,ভালো উদ্যগ
911,happy,"হা,"
912,happy,ভাল উদ্যোগ
913,happy,ভালো উদ্যোগটা
914,happy,দেরি সইতেছে
915,happy,খুশি হলাম
916,angry,সমীকরণ বন্ধ কেন?প্লিজ জানাবেন।
917,happy,হা হা হা একমত
918,sad,জিনাজপুর বোর্ডেও সাধারন গনিতে ভুল ।
919,sad,চাবো ভুল হোক??? ছাই কখন হয়...
920,sad,২০১৫ তে এস.এস.সি দিছি।। সময় গনিত উচ্চতর গনিতে প্রশ্ন ভুল হইছিল।।। হ্যাঁ কুমিল্লা বোর্ড ছাএ।।।
921,angry,"প্রশ্ন ভুল কেন,যারা প্রশ্ন বানাইচে পডে নাই,শিক্ষক ভুল ছাএ রা কোথায়"
922,surprise,এটাইতো আসল পরীক্ষা!! ভুল প্রশ্নপত্রের ভুল চাত্ররাই সঠিক 'উত্তর' লিখে শুদ্ধ নিবে। - ধরনের পরীক্ষা
923,surprise,প্রশ্ন ভুল পরিক্ষা নেবার দরকার? সবাইকে গড়ে প্লাস দিয়ে দিবে।
924,sad,"পরীক্ষা বুঝিনা,,,,"
925,sad,দায়িত্বহীন দের প্রাতি ভালোবাসা দেখালেই
926,angry,প্রশ্ন ভুল পরিক্ষা নেবার দরকার? right
927,angry,ছাগল দি‌য়ে হাল চাষ কর‌লে ভাল অাশা যায়
928,sad,এগুলোর নাম্বার দিবে না।
929,surprise,আরো দেকবো
930,surprise,কথার প্রমান পাওয়া নিচের কমেন্টগুলো পড়লেই :)
931,disgust,"সহমত, দেশে ১০০% জনগণ শিক্ষিত , ১০০% জনগণই শিক্ষক :) ধমার্ন্ধ জাতি কখনোই উন্নতি পারবে না, বাস্তব প্রমাণ পাকিস্তান :)"
932,angry,"Kibria Zahid Mamun একদম সত্যি কথা। দোষ আমজনতার না। দোষ ডিসিশন মেকারেরও না। কুয়াকাটা বিচে দেখেছি একদল পোলাপান মেয়েদের টিজ যাচ্ছে। বাইক ওয়ালা কোথাও সুন্দরী মেয়ে দেখলেই হইছে ওঠা অইখানে খূটি গেড়ে থাকবে। এইগুলা আমজনতাই করে। একটা ফরেনার বেড়াইতে আইলে ড্যাব ড্যাব চাইয়া ৫০ টা ডিসিশন মেকারে? আমজনতাই। রাস্তাঘাটে টীজ, যৌন হয়রানি, এমনকি ধর্ষন, চুরি, ছিনতাই পর্যটনের বারোটা বাজিয়ে দিয়েছে। বাঙ্গালির জাত অমানুষের জাত। # পর্যটন নারী বান্ধব।"
